,Trip Id,Trip_Duration,Start Station Id,Start Time,Start Station Name,End Station Id,End Time,End Station Name,Bike Id,User Type,NumOfTrips,Start Time (minutes),End Time (minutes),Start Time (per 30min),End Time (per 30min)
886,18278651,2.1333333333333333,7009,2022-08-30 16:46:00,King St E / Jarvis St,7657.0,2022-08-30 16:48:00,1 Market St - SMART,1468,Annual Member,3,1006,1008,33.0,33.0
669,17601988,5.433333333333334,7009,2022-08-04 16:53:00,King St E / Jarvis St,7406.0,2022-08-04 16:59:00,Victoria St / Queen St E,5568,Casual Member,10,1013,1019,33.0,33.0
815,17921713,12.833333333333334,7066,2022-08-16 16:56:00,Willcocks St / St. George St,7033.0,2022-08-16 17:09:00,Union Station,1155,Casual Member,8,1016,1029,33.0,34.0
127,18204006,9.55,7269,2022-08-27 16:54:00,Toronto Eaton Centre (Yonge St),7033.0,2022-08-27 17:04:00,Union Station,6836,Annual Member,18,1014,1024,33.0,34.0
675,18001825,24.183333333333334,7009,2022-08-19 16:54:00,King St E / Jarvis St,7406.0,2022-08-19 17:19:00,Victoria St / Queen St E,3188,Casual Member,10,1014,1039,33.0,34.0
513,17602081,7.116666666666666,7406,2022-08-04 16:57:00,Victoria St / Queen St E,7044.0,2022-08-04 17:04:00,Church St / Alexander St,64,Casual Member,31,1017,1024,33.0,34.0
454,17626549,4.833333333333333,7406,2022-08-05 17:17:00,Victoria St / Queen St E,7389.0,2022-08-05 17:22:00,College Park- Gerrard Entrance,1991,Annual Member,31,1037,1042,34.0,34.0
69,17579911,5.05,7389,2022-08-03 17:09:00,College Park- Gerrard Entrance,7269.0,2022-08-03 17:14:00,Toronto Eaton Centre (Yonge St),3698,Annual Member,24,1029,1034,34.0,34.0
304,18305127,13.216666666666667,7033,2022-08-31 17:02:00,Union Station,7647.0,2022-08-31 17:15:00,Elm St/ University Ave (East Side),6206,Casual Member,29,1022,1035,34.0,34.0
81,18032695,4.916666666666667,7389,2022-08-20 17:03:00,College Park- Gerrard Entrance,7269.0,2022-08-20 17:08:00,Toronto Eaton Centre (Yonge St),3329,Casual Member,24,1023,1028,34.0,34.0
357,17728064,14.75,7033,2022-08-09 17:05:00,Union Station,7389.0,2022-08-09 17:19:00,College Park- Gerrard Entrance,6144,Annual Member,26,1025,1039,34.0,34.0
718,17809521,5.883333333333333,7406,2022-08-12 17:05:00,Victoria St / Queen St E,7033.0,2022-08-12 17:11:00,Union Station,2287,Annual Member,20,1025,1031,34.0,34.0
178,18002179,19.3,7647,2022-08-19 17:06:00,Elm St/ University Ave (East Side),7066.0,2022-08-19 17:25:00,Willcocks St / St. George St,4614,Casual Member,5,1026,1045,34.0,34.0
807,17728109,13.866666666666667,7009,2022-08-09 17:06:00,King St E / Jarvis St,7044.0,2022-08-09 17:19:00,Church St / Alexander St,1123,Annual Member,5,1026,1039,34.0,34.0
625,17896378,9.883333333333333,7269,2022-08-15 17:06:00,Toronto Eaton Centre (Yonge St),7066.0,2022-08-15 17:16:00,Willcocks St / St. George St,4486,Casual Member,6,1026,1036,34.0,34.0
452,17602341,5.383333333333333,7406,2022-08-04 17:07:00,Victoria St / Queen St E,7389.0,2022-08-04 17:12:00,College Park- Gerrard Entrance,241,Annual Member,31,1027,1032,34.0,34.0
481,18305469,4.583333333333333,7406,2022-08-31 17:10:00,Victoria St / Queen St E,7389.0,2022-08-31 17:14:00,College Park- Gerrard Entrance,2743,Annual Member,31,1030,1034,34.0,34.0
461,17809803,5.1,7406,2022-08-12 17:12:00,Victoria St / Queen St E,7389.0,2022-08-12 17:17:00,College Park- Gerrard Entrance,631,Annual Member,31,1032,1037,34.0,34.0
502,17976084,6.35,7389,2022-08-18 17:11:00,College Park- Gerrard Entrance,7408.0,2022-08-18 17:17:00,University Ave / Armoury St,2872,Annual Member,12,1031,1037,34.0,34.0
458,17755090,5.966666666666667,7406,2022-08-10 17:10:00,Victoria St / Queen St E,7389.0,2022-08-10 17:16:00,College Park- Gerrard Entrance,303,Annual Member,31,1030,1036,34.0,34.0
522,17922589,6.5,7406,2022-08-16 17:15:00,Victoria St / Queen St E,7044.0,2022-08-16 17:21:00,Church St / Alexander St,2805,Casual Member,31,1035,1041,34.0,34.0
83,18123831,2.4166666666666665,7389,2022-08-24 17:15:00,College Park- Gerrard Entrance,7269.0,2022-08-24 17:17:00,Toronto Eaton Centre (Yonge St),3740,Annual Member,24,1035,1037,34.0,34.0
775,17871996,16.65,7033,2022-08-14 17:15:00,Union Station,7269.0,2022-08-14 17:32:00,Toronto Eaton Centre (Yonge St),5973,Casual Member,27,1035,1052,34.0,35.0
6,17553651,12.533333333333333,7009,2022-08-02 17:16:00,King St E / Jarvis St,7269.0,2022-08-02 17:29:00,Toronto Eaton Centre (Yonge St),461,Annual Member,9,1036,1049,34.0,34.0
776,17872002,13.6,7033,2022-08-14 17:15:00,Union Station,7269.0,2022-08-14 17:29:00,Toronto Eaton Centre (Yonge St),1379,Casual Member,27,1035,1049,34.0,34.0
911,18279661,6.116666666666666,7406,2022-08-30 17:14:00,Victoria St / Queen St E,7408.0,2022-08-30 17:20:00,University Ave / Armoury St,6450,Casual Member,1,1034,1040,34.0,34.0
509,17580115,6.416666666666667,7406,2022-08-03 17:13:00,Victoria St / Queen St E,7044.0,2022-08-03 17:19:00,Church St / Alexander St,975,Casual Member,31,1033,1039,34.0,34.0
687,17728478,5.45,7033,2022-08-09 17:13:00,Union Station,7657.0,2022-08-09 17:18:00,1 Market St - SMART,4918,Casual Member,13,1033,1038,34.0,34.0
808,17783030,14.066666666666666,7009,2022-08-11 17:16:00,King St E / Jarvis St,7044.0,2022-08-11 17:30:00,Church St / Alexander St,3116,Casual Member,5,1036,1050,34.0,35.0
497,17602140,6.666666666666667,7389,2022-08-04 17:00:00,College Park- Gerrard Entrance,7408.0,2022-08-04 17:06:00,University Ave / Armoury St,5440,Annual Member,12,1020,1026,34.0,34.0
774,17840796,8.5,7033,2022-08-13 17:05:00,Union Station,7269.0,2022-08-13 17:13:00,Toronto Eaton Centre (Yonge St),5023,Annual Member,27,1025,1033,34.0,34.0
468,18002741,4.483333333333333,7406,2022-08-19 17:20:00,Victoria St / Queen St E,7389.0,2022-08-19 17:25:00,College Park- Gerrard Entrance,3188,Annual Member,31,1040,1045,34.0,34.0
228,17783451,4.016666666666667,7389,2022-08-11 17:25:00,College Park- Gerrard Entrance,7406.0,2022-08-11 17:29:00,Victoria St / Queen St E,1816,Annual Member,59,1045,1049,34.0,34.0
422,17949532,4.783333333333333,7033,2022-08-17 17:18:00,Union Station,7009.0,2022-08-17 17:23:00,King St E / Jarvis St,133,Casual Member,52,1038,1043,34.0,34.0
456,17706749,4.85,7406,2022-08-08 17:25:00,Victoria St / Queen St E,7389.0,2022-08-08 17:30:00,College Park- Gerrard Entrance,2185,Annual Member,31,1045,1050,34.0,35.0
111,18279882,2.8333333333333335,7269,2022-08-30 17:19:00,Toronto Eaton Centre (Yonge St),7389.0,2022-08-30 17:22:00,College Park- Gerrard Entrance,6086,Casual Member,23,1039,1042,34.0,34.0
408,17783156,25.366666666666667,7033,2022-08-11 17:19:00,Union Station,7009.0,2022-08-11 17:44:00,King St E / Jarvis St,6804,Annual Member,52,1039,1064,34.0,35.0
697,18149543,5.933333333333334,7033,2022-08-25 17:21:00,Union Station,7657.0,2022-08-25 17:27:00,1 Market St - SMART,4976,Annual Member,13,1041,1047,34.0,34.0
732,17626693,4.366666666666666,7647,2022-08-05 17:21:00,Elm St/ University Ave (East Side),7389.0,2022-08-05 17:25:00,College Park- Gerrard Entrance,4859,Casual Member,7,1041,1045,34.0,34.0
908,18149625,7.45,7033,2022-08-25 17:23:00,Union Station,7408.0,2022-08-25 17:31:00,University Ave / Armoury St,2306,Annual Member,1,1043,1051,34.0,35.0
486,17810257,7.3999999999999995,7408,2022-08-12 17:24:00,University Ave / Armoury St,7033.0,2022-08-12 17:31:00,Union Station,5115,Casual Member,14,1044,1051,34.0,35.0
214,18235420,9.6,7044,2022-08-28 17:24:00,Church St / Alexander St,7406.0,2022-08-28 17:33:00,Victoria St / Queen St E,5785,Casual Member,38,1044,1053,34.0,35.0
726,18174726,6.95,7406,2022-08-26 17:25:00,Victoria St / Queen St E,7033.0,2022-08-26 17:32:00,Union Station,4779,Casual Member,20,1045,1052,34.0,35.0
92,17554219,21.433333333333334,7269,2022-08-02 17:29:00,Toronto Eaton Centre (Yonge St),7389.0,2022-08-02 17:50:00,College Park- Gerrard Entrance,3703,Casual Member,23,1049,1070,34.0,35.0
712,17626617,12.833333333333334,7406,2022-08-05 17:19:00,Victoria St / Queen St E,7033.0,2022-08-05 17:32:00,Union Station,3745,Casual Member,20,1039,1052,34.0,35.0
91,17554087,24.566666666666666,7269,2022-08-02 17:26:00,Toronto Eaton Centre (Yonge St),7389.0,2022-08-02 17:50:00,College Park- Gerrard Entrance,1792,Casual Member,23,1046,1070,34.0,35.0
510,17580668,8.833333333333334,7406,2022-08-03 17:26:00,Victoria St / Queen St E,7044.0,2022-08-03 17:35:00,Church St / Alexander St,2359,Annual Member,31,1046,1055,34.0,35.0
7,17841816,7.883333333333333,7009,2022-08-13 17:29:00,King St E / Jarvis St,7269.0,2022-08-13 17:37:00,Toronto Eaton Centre (Yonge St),1547,Annual Member,9,1049,1057,34.0,35.0
472,18124395,5.866666666666666,7406,2022-08-24 17:28:00,Victoria St / Queen St E,7389.0,2022-08-24 17:34:00,College Park- Gerrard Entrance,2527,Annual Member,31,1048,1054,34.0,35.0
466,17923176,5.1,7406,2022-08-16 17:28:00,Victoria St / Queen St E,7389.0,2022-08-16 17:33:00,College Park- Gerrard Entrance,2084,Annual Member,31,1048,1053,34.0,35.0
545,18259608,10.216666666666667,7044,2022-08-29 17:18:00,Church St / Alexander St,7657.0,2022-08-29 17:28:00,1 Market St - SMART,3131,Annual Member,3,1038,1048,34.0,34.0
484,17626957,5.433333333333334,7408,2022-08-05 17:28:00,University Ave / Armoury St,7033.0,2022-08-05 17:34:00,Union Station,1604,Casual Member,14,1048,1054,34.0,35.0
485,17626962,5.2,7408,2022-08-05 17:28:00,University Ave / Armoury St,7033.0,2022-08-05 17:34:00,Union Station,2010,Annual Member,14,1048,1054,34.0,35.0
714,17657445,8.6,7406,2022-08-06 17:28:00,Victoria St / Queen St E,7033.0,2022-08-06 17:37:00,Union Station,4371,Annual Member,20,1048,1057,34.0,35.0
859,17810338,5.966666666666667,7657,2022-08-12 17:26:00,1 Market St - SMART,7033.0,2022-08-12 17:32:00,Union Station,2593,Casual Member,5,1046,1052,34.0,35.0
536,18280320,6.966666666666667,7406,2022-08-30 17:29:00,Victoria St / Queen St E,7044.0,2022-08-30 17:36:00,Church St / Alexander St,3674,Casual Member,31,1049,1056,34.0,35.0
152,17977189,3.6166666666666667,7647,2022-08-18 17:34:00,Elm St/ University Ave (East Side),7408.0,2022-08-18 17:38:00,University Ave / Armoury St,5878,Casual Member,6,1054,1058,35.0,35.0
596,17706918,7.35,7389,2022-08-08 17:30:00,College Park- Gerrard Entrance,7066.0,2022-08-08 17:38:00,Willcocks St / St. George St,1604,Annual Member,7,1050,1058,35.0,35.0
26,18003068,28.716666666666665,7406,2022-08-19 17:30:00,Victoria St / Queen St E,7269.0,2022-08-19 17:59:00,Toronto Eaton Centre (Yonge St),1571,Casual Member,5,1050,1079,35.0,35.0
467,17950087,5.35,7406,2022-08-17 17:30:00,Victoria St / Queen St E,7389.0,2022-08-17 17:35:00,College Park- Gerrard Entrance,3272,Annual Member,31,1050,1055,35.0,35.0
483,17603013,7.483333333333333,7408,2022-08-04 17:31:00,University Ave / Armoury St,7033.0,2022-08-04 17:39:00,Union Station,720,Casual Member,14,1051,1059,35.0,35.0
679,17602992,3.966666666666667,7044,2022-08-04 17:31:00,Church St / Alexander St,7269.0,2022-08-04 17:35:00,Toronto Eaton Centre (Yonge St),1017,Casual Member,7,1051,1055,35.0,35.0
348,17554381,11.766666666666666,7033,2022-08-02 17:32:00,Union Station,7389.0,2022-08-02 17:44:00,College Park- Gerrard Entrance,3043,Annual Member,26,1052,1064,35.0,35.0
46,18033860,12.866666666666667,7044,2022-08-20 17:32:00,Church St / Alexander St,7033.0,2022-08-20 17:45:00,Union Station,6085,Annual Member,37,1052,1065,35.0,35.0
778,17872704,26.583333333333332,7033,2022-08-14 17:34:00,Union Station,7269.0,2022-08-14 18:01:00,Toronto Eaton Centre (Yonge St),571,Casual Member,27,1054,1081,35.0,36.0
386,17923811,9.233333333333333,7647,2022-08-16 17:41:00,Elm St/ University Ave (East Side),7033.0,2022-08-16 17:50:00,Union Station,5009,Annual Member,26,1061,1070,35.0,35.0
266,18260653,6.0,7389,2022-08-29 17:44:00,College Park- Gerrard Entrance,7406.0,2022-08-29 17:50:00,Victoria St / Queen St E,2773,Annual Member,59,1064,1070,35.0,35.0
779,17872713,26.25,7033,2022-08-14 17:34:00,Union Station,7269.0,2022-08-14 18:01:00,Toronto Eaton Centre (Yonge St),351,Casual Member,27,1054,1081,35.0,36.0
108,18077673,2.8833333333333333,7269,2022-08-22 17:39:00,Toronto Eaton Centre (Yonge St),7389.0,2022-08-22 17:42:00,College Park- Gerrard Entrance,2111,Annual Member,23,1059,1062,35.0,35.0
20,17784093,9.283333333333333,7408,2022-08-11 17:40:00,University Ave / Armoury St,7389.0,2022-08-11 17:49:00,College Park- Gerrard Entrance,5891,Annual Member,9,1060,1069,35.0,35.0
103,17897858,2.8333333333333335,7269,2022-08-15 17:41:00,Toronto Eaton Centre (Yonge St),7389.0,2022-08-15 17:44:00,College Park- Gerrard Entrance,623,Annual Member,23,1061,1064,35.0,35.0
758,18003473,6.05,7269,2022-08-19 17:42:00,Toronto Eaton Centre (Yonge St),7009.0,2022-08-19 17:48:00,King St E / Jarvis St,6252,Casual Member,7,1062,1068,35.0,35.0
781,17873015,17.516666666666666,7033,2022-08-14 17:43:00,Union Station,7269.0,2022-08-14 18:01:00,Toronto Eaton Centre (Yonge St),2657,Casual Member,27,1063,1081,35.0,36.0
787,18060247,7.416666666666667,7033,2022-08-21 17:43:00,Union Station,7269.0,2022-08-21 17:51:00,Toronto Eaton Centre (Yonge St),1880,Annual Member,27,1063,1071,35.0,35.0
398,18307109,11.65,7647,2022-08-31 17:44:00,Elm St/ University Ave (East Side),7033.0,2022-08-31 17:56:00,Union Station,2350,Casual Member,26,1064,1076,35.0,35.0
777,17872698,26.8,7033,2022-08-14 17:34:00,Union Station,7269.0,2022-08-14 18:01:00,Toronto Eaton Centre (Yonge St),4149,Casual Member,27,1054,1081,35.0,36.0
780,17872728,25.633333333333333,7033,2022-08-14 17:35:00,Union Station,7269.0,2022-08-14 18:00:00,Toronto Eaton Centre (Yonge St),3297,Casual Member,27,1055,1080,35.0,36.0
538,18307655,6.7,7406,2022-08-31 17:56:00,Victoria St / Queen St E,7044.0,2022-08-31 18:02:00,Church St / Alexander St,2981,Casual Member,31,1076,1082,35.0,36.0
724,18060602,11.816666666666666,7406,2022-08-21 17:54:00,Victoria St / Queen St E,7033.0,2022-08-21 18:06:00,Union Station,3264,Annual Member,20,1074,1086,35.0,36.0
818,18236648,14.583333333333334,7066,2022-08-28 17:58:00,Willcocks St / St. George St,7033.0,2022-08-28 18:12:00,Union Station,3538,Annual Member,8,1078,1092,35.0,36.0
695,17950789,5.516666666666667,7033,2022-08-17 17:45:00,Union Station,7657.0,2022-08-17 17:50:00,1 Market St - SMART,5928,Casual Member,13,1065,1070,35.0,35.0
271,18281058,5.533333333333333,7389,2022-08-30 17:47:00,College Park- Gerrard Entrance,7406.0,2022-08-30 17:53:00,Victoria St / Queen St E,963,Annual Member,59,1067,1073,35.0,35.0
451,17555170,5.0,7406,2022-08-02 17:49:00,Victoria St / Queen St E,7389.0,2022-08-02 17:54:00,College Park- Gerrard Entrance,5234,Annual Member,31,1069,1074,35.0,35.0
125,18060457,6.316666666666666,7269,2022-08-21 17:50:00,Toronto Eaton Centre (Yonge St),7033.0,2022-08-21 17:56:00,Union Station,7212,Casual Member,18,1070,1076,35.0,35.0
124,18060456,6.016666666666667,7269,2022-08-21 17:50:00,Toronto Eaton Centre (Yonge St),7033.0,2022-08-21 17:56:00,Union Station,1026,Casual Member,18,1070,1076,35.0,35.0
579,18003833,13.133333333333333,7389,2022-08-19 17:51:00,College Park- Gerrard Entrance,7033.0,2022-08-19 18:05:00,Union Station,2070,Casual Member,31,1071,1085,35.0,36.0
409,17784604,5.65,7033,2022-08-11 17:51:00,Union Station,7009.0,2022-08-11 17:57:00,King St E / Jarvis St,5035,Annual Member,52,1071,1077,35.0,35.0
165,17873384,2.05,7269,2022-08-14 17:53:00,Toronto Eaton Centre (Yonge St),7406.0,2022-08-14 17:55:00,Victoria St / Queen St E,4291,Casual Member,18,1073,1075,35.0,35.0
770,17685834,8.083333333333334,7033,2022-08-07 17:44:00,Union Station,7269.0,2022-08-07 17:52:00,Toronto Eaton Centre (Yonge St),3059,Annual Member,27,1064,1072,35.0,35.0
333,17686240,7.483333333333333,7066,2022-08-07 17:56:00,Willcocks St / St. George St,7389.0,2022-08-07 18:04:00,College Park- Gerrard Entrance,3371,Casual Member,18,1076,1084,35.0,36.0
138,17533515,5.366666666666666,7269,2022-08-01 17:56:00,Toronto Eaton Centre (Yonge St),7044.0,2022-08-01 18:01:00,Church St / Alexander St,4842,Annual Member,12,1076,1081,35.0,36.0
479,18281404,6.016666666666667,7406,2022-08-30 17:56:00,Victoria St / Queen St E,7389.0,2022-08-30 18:02:00,College Park- Gerrard Entrance,963,Annual Member,31,1076,1082,35.0,36.0
267,18261159,9.1,7389,2022-08-29 17:57:00,College Park- Gerrard Entrance,7406.0,2022-08-29 18:06:00,Victoria St / Queen St E,901,Annual Member,59,1077,1086,35.0,36.0
374,17582061,6.116666666666666,7647,2022-08-03 17:57:00,Elm St/ University Ave (East Side),7033.0,2022-08-03 18:04:00,Union Station,1678,Annual Member,26,1077,1084,35.0,36.0
122,17898545,7.6499999999999995,7269,2022-08-15 17:57:00,Toronto Eaton Centre (Yonge St),7033.0,2022-08-15 18:05:00,Union Station,3801,Annual Member,18,1077,1085,35.0,36.0
37,17757271,13.983333333333333,7044,2022-08-10 17:57:00,Church St / Alexander St,7033.0,2022-08-10 18:11:00,Union Station,3342,Casual Member,37,1077,1091,35.0,36.0
767,17658013,9.45,7033,2022-08-06 17:44:00,Union Station,7269.0,2022-08-06 17:54:00,Toronto Eaton Centre (Yonge St),3367,Annual Member,27,1064,1074,35.0,35.0
311,17757295,6.416666666666667,7044,2022-08-10 17:57:00,Church St / Alexander St,7389.0,2022-08-10 18:03:00,College Park- Gerrard Entrance,6319,Annual Member,21,1077,1083,35.0,36.0
686,17604059,5.266666666666667,7033,2022-08-04 18:10:00,Union Station,7657.0,2022-08-04 18:15:00,1 Market St - SMART,2659,Casual Member,13,1090,1095,36.0,36.0
137,18151189,10.966666666666667,7066,2022-08-25 18:02:00,Willcocks St / St. George St,7044.0,2022-08-25 18:13:00,Church St / Alexander St,4461,Annual Member,7,1082,1093,36.0,36.0
626,18035052,12.333333333333334,7269,2022-08-20 18:03:00,Toronto Eaton Centre (Yonge St),7066.0,2022-08-20 18:15:00,Willcocks St / St. George St,2791,Casual Member,6,1083,1095,36.0,36.0
593,18281702,7.983333333333333,7389,2022-08-30 18:04:00,College Park- Gerrard Entrance,7033.0,2022-08-30 18:12:00,Union Station,632,Casual Member,31,1084,1092,36.0,36.0
133,17556010,7.366666666666666,7066,2022-08-02 18:10:00,Willcocks St / St. George St,7044.0,2022-08-02 18:18:00,Church St / Alexander St,2429,Annual Member,7,1090,1098,36.0,36.0
268,18261659,12.966666666666667,7389,2022-08-29 18:09:00,College Park- Gerrard Entrance,7406.0,2022-08-29 18:22:00,Victoria St / Queen St E,3381,Casual Member,59,1089,1102,36.0,36.0
577,17925146,14.483333333333333,7389,2022-08-16 18:08:00,College Park- Gerrard Entrance,7033.0,2022-08-16 18:22:00,Union Station,3708,Casual Member,31,1088,1102,36.0,36.0
291,17951921,10.966666666666667,7033,2022-08-17 18:10:00,Union Station,7647.0,2022-08-17 18:20:00,Elm St/ University Ave (East Side),6004,Annual Member,29,1090,1100,36.0,36.0
576,17925134,15.216666666666667,7389,2022-08-16 18:07:00,College Park- Gerrard Entrance,7033.0,2022-08-16 18:23:00,Union Station,394,Casual Member,31,1087,1103,36.0,36.0
150,17533797,3.216666666666667,7647,2022-08-01 18:04:00,Elm St/ University Ave (East Side),7408.0,2022-08-01 18:07:00,University Ave / Armoury St,1672,Casual Member,6,1084,1087,36.0,36.0
637,18099501,12.416666666666666,7044,2022-08-23 18:13:00,Church St / Alexander St,7009.0,2022-08-23 18:25:00,King St E / Jarvis St,6982,Annual Member,10,1093,1105,36.0,36.0
556,17812007,7.916666666666667,7009,2022-08-12 18:10:00,King St E / Jarvis St,7647.0,2022-08-12 18:18:00,Elm St/ University Ave (East Side),5479,Annual Member,3,1090,1098,36.0,36.0
788,18176890,8.283333333333333,7033,2022-08-26 18:18:00,Union Station,7269.0,2022-08-26 18:26:00,Toronto Eaton Centre (Yonge St),2310,Annual Member,27,1098,1106,36.0,36.0
658,17812083,8.15,7657,2022-08-12 18:11:00,1 Market St - SMART,7406.0,2022-08-12 18:20:00,Victoria St / Queen St E,6576,Annual Member,14,1091,1100,36.0,36.0
688,17785677,4.666666666666667,7033,2022-08-11 18:15:00,Union Station,7657.0,2022-08-11 18:20:00,1 Market St - SMART,2100,Casual Member,13,1095,1100,36.0,36.0
910,18308656,13.516666666666666,7657,2022-08-31 18:17:00,1 Market St - SMART,7389.0,2022-08-31 18:31:00,College Park- Gerrard Entrance,5005,Casual Member,2,1097,1111,36.0,37.0
19,17708361,9.4,7408,2022-08-08 18:17:00,University Ave / Armoury St,7389.0,2022-08-08 18:26:00,College Park- Gerrard Entrance,2139,Casual Member,9,1097,1106,36.0,36.0
544,17686921,15.966666666666667,7044,2022-08-07 18:18:00,Church St / Alexander St,7657.0,2022-08-07 18:34:00,1 Market St - SMART,3428,Annual Member,3,1098,1114,36.0,37.0
371,18282320,9.016666666666666,7033,2022-08-30 18:20:00,Union Station,7389.0,2022-08-30 18:29:00,College Park- Gerrard Entrance,3398,Casual Member,26,1100,1109,36.0,36.0
872,18308738,11.75,7269,2022-08-31 18:19:00,Toronto Eaton Centre (Yonge St),7657.0,2022-08-31 18:30:00,1 Market St - SMART,6193,Casual Member,8,1099,1110,36.0,37.0
820,18099920,19.366666666666667,7647,2022-08-23 18:22:00,Elm St/ University Ave (East Side),7009.0,2022-08-23 18:41:00,King St E / Jarvis St,3439,Annual Member,2,1102,1121,36.0,37.0
689,17786093,7.3,7033,2022-08-11 18:24:00,Union Station,7657.0,2022-08-11 18:32:00,1 Market St - SMART,3999,Annual Member,13,1104,1112,36.0,37.0
482,17556538,4.483333333333333,7408,2022-08-02 18:23:00,University Ave / Armoury St,7033.0,2022-08-02 18:28:00,Union Station,5072,Casual Member,14,1103,1108,36.0,36.0
723,18036420,9.116666666666667,7406,2022-08-20 18:37:00,Victoria St / Queen St E,7033.0,2022-08-20 18:46:00,Union Station,3794,Annual Member,20,1117,1126,37.0,37.0
496,17557011,5.183333333333334,7389,2022-08-02 18:35:00,College Park- Gerrard Entrance,7408.0,2022-08-02 18:40:00,University Ave / Armoury St,5270,Annual Member,12,1115,1120,37.0,37.0
316,17899998,4.666666666666667,7044,2022-08-15 18:35:00,Church St / Alexander St,7389.0,2022-08-15 18:39:00,College Park- Gerrard Entrance,5088,Casual Member,21,1115,1119,37.0,37.0
507,18282908,5.333333333333333,7389,2022-08-30 18:34:00,College Park- Gerrard Entrance,7408.0,2022-08-30 18:40:00,University Ave / Armoury St,848,Annual Member,12,1114,1120,37.0,37.0
745,17844469,4.65,7406,2022-08-13 18:32:00,Victoria St / Queen St E,7009.0,2022-08-13 18:37:00,King St E / Jarvis St,1208,Annual Member,17,1112,1117,37.0,37.0
27,18152224,3.4166666666666665,7406,2022-08-25 18:30:00,Victoria St / Queen St E,7269.0,2022-08-25 18:34:00,Toronto Eaton Centre (Yonge St),557,Annual Member,5,1110,1114,37.0,37.0
560,17899853,15.35,7406,2022-08-15 18:31:00,Victoria St / Queen St E,7066.0,2022-08-15 18:46:00,Willcocks St / St. George St,4815,Annual Member,3,1111,1126,37.0,37.0
442,18152207,4.583333333333333,7033,2022-08-25 18:30:00,Union Station,7009.0,2022-08-25 18:34:00,King St E / Jarvis St,3809,Casual Member,52,1110,1114,37.0,37.0
682,17952782,5.616666666666666,7044,2022-08-17 18:30:00,Church St / Alexander St,7269.0,2022-08-17 18:36:00,Toronto Eaton Centre (Yonge St),668,Annual Member,7,1110,1116,37.0,37.0
370,18152602,18.733333333333334,7033,2022-08-25 18:40:00,Union Station,7389.0,2022-08-25 18:59:00,College Park- Gerrard Entrance,5074,Annual Member,26,1120,1139,37.0,37.0
531,18177494,5.616666666666666,7406,2022-08-26 18:31:00,Victoria St / Queen St E,7044.0,2022-08-26 18:37:00,Church St / Alexander St,5475,Casual Member,31,1111,1117,37.0,37.0
186,17732957,11.366666666666667,7044,2022-08-09 18:59:00,Church St / Alexander St,7406.0,2022-08-09 19:11:00,Victoria St / Queen St E,6360,Casual Member,38,1139,1151,37.0,38.0
602,17583870,7.95,7657,2022-08-03 18:41:00,1 Market St - SMART,7269.0,2022-08-03 18:49:00,Toronto Eaton Centre (Yonge St),4984,Annual Member,14,1121,1129,37.0,37.0
699,17604846,16.233333333333334,7044,2022-08-04 18:37:00,Church St / Alexander St,7066.0,2022-08-04 18:53:00,Willcocks St / St. George St,3150,Casual Member,5,1117,1133,37.0,37.0
136,17953873,10.55,7066,2022-08-17 18:56:00,Willcocks St / St. George St,7044.0,2022-08-17 19:07:00,Church St / Alexander St,899,Annual Member,7,1136,1147,37.0,38.0
167,17980519,11.683333333333334,7269,2022-08-18 18:56:00,Toronto Eaton Centre (Yonge St),7406.0,2022-08-18 19:08:00,Victoria St / Queen St E,3620,Casual Member,18,1136,1148,37.0,38.0
557,17813706,16.25,7009,2022-08-12 18:54:00,King St E / Jarvis St,7647.0,2022-08-12 19:10:00,Elm St/ University Ave (East Side),3069,Casual Member,3,1134,1150,37.0,38.0
369,18152598,18.816666666666666,7033,2022-08-25 18:40:00,Union Station,7389.0,2022-08-25 18:59:00,College Park- Gerrard Entrance,3348,Annual Member,26,1120,1139,37.0,37.0
406,17732687,4.833333333333333,7033,2022-08-09 18:52:00,Union Station,7009.0,2022-08-09 18:56:00,King St E / Jarvis St,294,Annual Member,52,1132,1136,37.0,37.0
892,18127873,26.78333333333333,7389,2022-08-24 18:51:00,College Park- Gerrard Entrance,7009.0,2022-08-24 19:17:00,King St E / Jarvis St,6889,Annual Member,11,1131,1157,37.0,38.0
156,17535119,3.4833333333333334,7269,2022-08-01 18:47:00,Toronto Eaton Centre (Yonge St),7406.0,2022-08-01 18:50:00,Victoria St / Queen St E,3892,Casual Member,18,1127,1130,37.0,37.0
621,17630074,10.0,7066,2022-08-05 18:45:00,Willcocks St / St. George St,7269.0,2022-08-05 18:55:00,Toronto Eaton Centre (Yonge St),2821,Casual Member,3,1125,1135,37.0,37.0
876,17813669,9.85,7408,2022-08-12 18:53:00,University Ave / Armoury St,7066.0,2022-08-12 19:03:00,Willcocks St / St. George St,504,Annual Member,2,1133,1143,37.0,38.0
230,17814249,6.716666666666667,7389,2022-08-12 19:10:00,College Park- Gerrard Entrance,7406.0,2022-08-12 19:16:00,Victoria St / Queen St E,3134,Casual Member,59,1150,1156,38.0,38.0
678,18310586,5.9,7009,2022-08-31 19:03:00,King St E / Jarvis St,7406.0,2022-08-31 19:09:00,Victoria St / Queen St E,4770,Casual Member,10,1143,1149,38.0,38.0
